Chromosome,Start,End,Strand,Name,Transcript,ID
chr17,48262863,48278874,-,COL1A1,2,ENSG00000108821
chr17,48351863,48356669,+,TMEM92,2,ENSG00000167105
chr17,48423502,48440429,+,XYLT2,6,ENSG00000015532
chr17,48445453,48450531,-,MRPL27,6,ENSG00000108826
chr17,48452570,48458300,+,EME1,6,ENSG00000154920
chr17,48453090,48474678,-,LRRC59,3,ENSG00000108829
chr17,48503623,48551913,+,ACSF2,10,ENSG00000167107
chr17,48542659,48546174,-,CHAD,3,ENSG00000136457
chr17,48556246,48562222,+,RSAD1,5,ENSG00000136444
chr17,48585907,48608789,+,MYCBPAP,10,ENSG00000136449
chr17,48610236,48619518,+,EPN3,13,ENSG00000049283
chr17,48624570,48633023,+,SPATA20,12,ENSG00000006282
chr17,48638821,48704112,+,CACNA1G,34,ENSG00000006283
chr17,48712298,48768561,+,ABCC3,9,ENSG00000108846
chr17,48773358,48785015,-,ANKRD40,2,ENSG00000154945
chr17,48797094,48829594,+,LUC7L3,19,ENSG00000108848
chr17,48913299,48918380,+,WFIKKN2,2,ENSG00000173714
chr17,48940341,48941378,-,TOB1,2,ENSG00000141232
chr17,49043633,49198017,-,SPAG9,8,ENSG00000008294
chr17,49231735,49239206,+,NME1,7,ENSG00000239672
chr17,49231735,49248965,+,NME2,6,ENSG00000011052
chr17,49244192,49248965,+,NME1-NME2,5,ENSG00000243678
chr17,49257937,49302522,-,MBTD1,5,ENSG00000011258
chr17,49337946,49375175,+,UTP18,6,ENSG00000011260
chr17,49708945,50235146,-,CA10,8,ENSG00000154975
chr17,50939750,50976703,+,AC102948.2,1,ENSG00000226364
chr17,51063039,51064681,+,C17orf112,1,ENSG00000227011
chr17,51900395,51902416,+,KIF2B,1,ENSG00000141200
chr17,52978227,53037987,+,TOM1L1,19,ENSG00000141198
chr17,53038626,53046007,-,COX11,5,ENSG00000166260
chr17,53063581,53237272,+,STXBP4,6,ENSG00000166263
chr17,53342846,53398240,+,HLF,6,ENSG00000108924
chr17,53471695,53499056,-,MMD,2,ENSG00000108960
chr17,53798027,53798431,-,TMEM100,3,ENSG00000166292
chr17,53828465,53900245,+,PCTP,6,ENSG00000141179
chr17,54230871,54588630,+,ANKFN1,3,ENSG00000153930
chr17,54671585,54672283,+,NOG,1,ENSG00000183691
chr17,54872425,54893243,-,C17orf67,3,ENSG00000214226
chr17,54912157,54940152,+,DGKE,4,ENSG00000153933
chr17,54969061,54991349,-,TRIM25,3,ENSG00000121060
chr17,55016432,55038380,-,COIL,2,ENSG00000121058
chr17,55055521,55083596,+,SCPEP1,7,ENSG00000121064
chr17,55182826,55198679,+,AKAP1,18,ENSG00000121057
chr17,55334104,55754389,+,MSI2,7,ENSG00000153944
chr17,55822172,55822633,-,AC007431.1,1,ENSG00000166329
chr17,55917144,55927371,-,MRPS23,3,ENSG00000181610
chr17,55943838,55962925,-,CUEDC1,7,ENSG00000180891
chr17,56051834,56065472,-,VEZF1,4,ENSG00000136451
chr17,56066602,56082295,-,RP11-159D12.5,1,ENSG00000266086
chr17,56082380,56084498,-,SRSF1,7,ENSG00000136450
chr17,56164452,56166640,+,DYNLL2,1,ENSG00000121083
chr17,56232515,56233447,+,OR4D1,1,ENSG00000141194
chr17,56247017,56247940,+,OR4D2,1,ENSG00000255713
chr17,56270208,56281784,+,EPX,1,ENSG00000121053
chr17,56282912,56296872,-,MKS1,12,ENSG00000011143
chr17,56320341,56345355,+,LPO,7,ENSG00000167419
chr17,56348017,56358119,-,MPO,3,ENSG00000005381
chr17,56379629,56405281,-,BZRAP1,6,ENSG00000005379
chr17,56423607,56429496,-,SUPT4H1,6,ENSG00000213246
chr17,56432304,56492938,-,RNF43,7,ENSG00000108375
chr17,56499721,56565635,-,HSF5,1,ENSG00000176160
chr17,56569024,56593943,-,MTMR4,7,ENSG00000108389
chr17,56597787,56618062,-,SEPT4,15,ENSG00000108387
chr17,56619176,56621547,-,C17orf47,1,ENSG00000181013
chr17,56634372,56729362,-,TEX14,5,ENSG00000121101
chr17,56770005,56811583,+,RAD51C,12,ENSG00000108384
chr17,56833359,57058392,+,PPM1E,1,ENSG00000175175
chr17,57060279,57183822,-,TRIM37,11,ENSG00000108395
chr17,57189638,57232524,-,SKA2,9,ENSG00000182628
chr17,57238162,57278992,+,PRR11,7,ENSG00000068489
chr17,57274927,57292363,+,CTD-2510F5.6,1,ENSG00000265303
chr17,57287413,57292363,+,SMG8,5,ENSG00000167447
chr17,57297971,57352559,+,GDPD1,6,ENSG00000153982
chr17,57430771,57474551,+,YPEL2,2,ENSG00000175155
chr17,57643033,57684533,+,DHX40,8,ENSG00000108406
chr17,57697493,57771213,+,CLTC,8,ENSG00000141367
chr17,57774800,57776234,-,PTRH2,4,ENSG00000141378
chr17,57808808,57917272,+,VMP1,15,ENSG00000062716
chr17,57937683,57969177,-,TUBD1,11,ENSG00000108423
chr17,57970546,58024963,+,RPS6KB1,7,ENSG00000108443
chr17,58018269,58043779,+,RP11-178C3.1,1,ENSG00000267318
chr17,58030338,58042024,-,RNFT1,6,ENSG00000189050
chr17,58120924,58156275,-,HEATR6,9,ENSG00000068097
chr17,58227396,58236785,+,CA4,5,ENSG00000167434
chr17,58256616,58499712,-,USP32,10,ENSG00000170832
chr17,58499954,58508627,+,C17orf64,3,ENSG00000141371
chr17,58524942,58603292,-,APPBP2,4,ENSG00000062725
chr17,58642747,58663748,+,RP11-15E18.4,1,ENSG00000267772
chr17,58677776,58740913,+,PPM1D,3,ENSG00000170836
chr17,58756819,59469486,+,BCAS3,16,ENSG00000141376
chr17,59477538,59485867,+,TBX2,2,ENSG00000121068
chr17,59489337,59490092,+,C17orf82,1,ENSG00000187013
chr17,59533852,59560877,+,TBX4,3,ENSG00000121075
chr17,59667894,59668541,-,NACA2,1,ENSG00000253506
chr17,59760657,59938900,-,BRIP1,5,ENSG00000136492
chr17,59944918,60005301,-,INTS2,3,ENSG00000108506
chr17,60023829,60142566,-,MED13,2,ENSG00000108510
chr17,60351451,60360245,-,RP11-51L5.7,1,ENSG00000270033
chr17,60447650,60493690,+,EFCAB3,4,ENSG00000172421
chr17,60501264,60526090,+,METTL2A,1,ENSG00000087995
chr17,60558487,60689926,+,TLK2,12,ENSG00000146872
chr17,60705164,60769812,+,MRC2,4,ENSG00000011028
chr17,60778723,60879096,-,MARCH10,8,ENSG00000173838
chr17,61086921,61499316,+,TANC2,6,ENSG00000170921
chr17,61510707,61517560,-,CYB561,15,ENSG00000008283
chr17,61554456,61584989,+,ACE,18,ENSG00000159640
chr17,61600775,61623263,+,KCNH6,6,ENSG00000173826
chr17,61628039,61666675,+,DCAF7,3,ENSG00000136485
chr17,61678443,61685362,+,TACO1,1,ENSG00000136463
chr17,61700120,61771137,+,MAP3K3,8,ENSG00000198909
chr17,61775912,61776658,-,LIMD2,8,ENSG00000136490
chr17,61780959,61805729,-,STRADA,16,ENSG00000266173
chr17,61805768,61829457,-,RP11-51F16.8,1,ENSG00000125695
chr17,61824241,61843535,-,CCDC47,4,ENSG00000108588
chr17,61864410,61895758,+,DDX42,9,ENSG00000198231
chr17,61897162,61904262,-,FTSJ3,8,ENSG00000108592
chr17,61904851,61909329,+,PSMC5,12,ENSG00000087191
chr17,61910298,61920034,-,SMARCD2,7,ENSG00000108604
chr17,61949486,61950974,-,CSH2,4,ENSG00000213218
chr17,61957593,61959161,-,GH2,4,ENSG00000136487
chr17,61972382,61973871,-,CSH1,3,ENSG00000136488
chr17,61987071,61996136,-,CSHL1,7,ENSG00000204414
chr17,61994669,61996136,-,GH1,4,ENSG00000259384
chr17,62006586,62009621,-,CD79B,3,ENSG00000007312
chr17,62018131,62050201,-,SCN4A,2,ENSG00000007314
chr17,62075725,62079335,+,C17orf72,8,ENSG00000224383
chr17,62080107,62084051,-,ICAM2,11,ENSG00000108622
chr17,62121348,62207389,-,ERN1,2,ENSG00000178607
chr17,62226329,62291577,-,TEX2,6,ENSG00000136478
chr17,62461569,62463734,+,MILR1,2,ENSG00000271605
chr17,62473940,62493086,-,POLG2,3,ENSG00000256525
chr17,62496041,62502237,-,DDX5,18,ENSG00000108654
chr17,62503216,62538281,+,CEP95,10,ENSG00000258890
chr17,62541966,62657998,-,SMURF2,4,ENSG00000108854
chr17,62850717,62915571,-,LRRC37A3,9,ENSG00000176809
chr17,63010375,63052711,-,GNA13,2,ENSG00000120063
chr17,63133659,63223525,+,RGS9,4,ENSG00000108370
chr17,63526094,63554738,-,AXIN2,6,ENSG00000168646
chr17,63632089,63637151,-,CTD-2535L24.2,1,ENSG00000266076
chr17,63632089,64179417,-,CEP112,10,ENSG00000154240
chr17,64208251,64225497,-,APOH,4,ENSG00000091583
chr17,64298970,64800155,+,PRKCA,3,ENSG00000154229
chr17,64873451,64881357,+,CACNG5,3,ENSG00000075429
chr17,64961028,65027120,+,CACNG4,1,ENSG00000075461
chr17,65027509,65028198,+,AC005544.1,1,ENSG00000214167
chr17,65040777,65052387,+,CACNG1,1,ENSG00000108878
chr17,65074368,65214920,-,HELZ,7,ENSG00000198265
chr17,65336959,65362635,-,PSMD12,4,ENSG00000197170
chr17,65374271,65689004,+,PITPNC1,6,ENSG00000154217
chr17,65714064,65740133,+,NOL11,6,ENSG00000130935
chr17,65821841,65978429,+,BPTF,12,ENSG00000171634
chr17,65988029,65989262,-,C17orf58,3,ENSG00000186665
chr17,66033249,66042712,+,KPNA2,5,ENSG00000182481
chr17,66244206,66253110,+,AMZ2,14,ENSG00000196704
chr17,66265237,66274461,-,SLC16A6,4,ENSG00000108932
chr17,66303635,66416604,+,ARSG,3,ENSG00000141337
chr17,66417914,66453562,-,WIPI1,6,ENSG00000070540
chr17,66511541,66547265,+,PRKAR1A,19,ENSG00000108946
chr17,66533618,66596807,-,FAM20A,3,ENSG00000108950
chr17,66539742,66540137,+,AC079210.1,1,ENSG00000269657
chr17,66864226,66938175,-,ABCA8,5,ENSG00000141338
chr17,66972056,67047267,-,ABCA9,5,ENSG00000154258
chr17,67075114,67136844,-,ABCA6,2,ENSG00000154262
chr17,67143579,67221499,-,ABCA10,11,ENSG00000154263
chr17,67243678,67310556,-,ABCA5,12,ENSG00000154265
chr17,67411126,67537894,+,MAP2K6,5,ENSG00000108984
chr17,68093044,68129485,+,KCNJ16,9,ENSG00000153822
chr17,68171181,68172464,+,KCNJ2,2,ENSG00000123700
chr17,70036465,70036617,+,AC007461.1,1,ENSG00000267893
chr17,70117533,70120528,+,SOX9,1,ENSG00000125398
chr17,70643723,71084903,-,SLC39A11,12,ENSG00000133195
chr17,71165459,71166870,+,SSTR2,2,ENSG00000180616
chr17,71189209,71204590,+,COG1,6,ENSG00000166685
chr17,71205668,71228445,-,FAM104A,6,ENSG00000133193
chr17,71231622,71243480,+,C17orf80,9,ENSG00000141219
chr17,71244633,71257957,-,CPSF4L,2,ENSG00000187959
chr17,71281569,71282639,-,CDC42EP4,5,ENSG00000179604
chr17,71334726,71640227,-,SDK2,3,ENSG00000069188
chr17,72200095,72205968,+,RPL38,6,ENSG00000172809
chr17,72209727,72256348,+,TTYH2,5,ENSG00000141540
chr17,72277786,72310355,+,DNAI2,6,ENSG00000171595
chr17,72322489,72351451,+,KIF19,2,ENSG00000196169
chr17,72346906,72348271,-,AC103809.2,1,ENSG00000268626
chr17,72352796,72357958,-,BTBD17,1,ENSG00000204347
chr17,72363645,72368739,+,GPR142,3,ENSG00000257008
chr17,72428178,72447304,+,GPRC5C,8,ENSG00000170412
chr17,72462843,72480265,+,CD300A,5,ENSG00000167851
chr17,72518877,72527600,-,CD300LB,2,ENSG00000178789
chr17,72537728,72541921,-,CD300C,1,ENSG00000167850
chr17,72576141,72588341,-,CD300LD,1,ENSG00000204345
chr17,72588186,72588917,+,C17orf77,3,ENSG00000182352
chr17,72608792,72619883,-,CD300E,4,ENSG00000186407
chr17,72667726,72741550,+,RAB37,9,ENSG00000172794
chr17,72691235,72709005,-,CD300LF,9,ENSG00000186074
chr17,72744986,72764795,+,SLC9A3R1,4,ENSG00000109062
chr17,72767863,72771852,-,NAT9,14,ENSG00000109065
chr17,72773470,72835240,+,TMEM104,5,ENSG00000109066
chr17,72838574,72851231,-,GRIN2C,2,ENSG00000161509
chr17,72858939,72869069,-,FDXR,17,ENSG00000161513
chr17,72874460,72889693,-,FADS6,2,ENSG00000172782
chr17,72914168,72919168,-,USH1G,2,ENSG00000182040
chr17,72920728,72929640,+,OTOP2,2,ENSG00000183034
chr17,72931867,72945511,+,OTOP3,2,ENSG00000182938
chr17,72947665,72968751,-,HID1,5,ENSG00000167861
chr17,72984139,73000169,+,CDR2L,1,ENSG00000109089
chr17,73008782,73017100,+,ICT1,3,ENSG00000167862
chr17,73035027,73038745,-,ATP5H,3,ENSG00000167863
chr17,73043346,73059142,+,KCTD2,3,ENSG00000180901
chr17,73086386,73102128,+,SLC16A5,8,ENSG00000170190
chr17,73106384,73125133,+,ARMC7,4,ENSG00000125449
chr17,73126583,73127802,-,NT5C,8,ENSG00000125458
chr17,73132097,73150492,-,HN1,11,ENSG00000189159
chr17,73164434,73178929,-,SUMO2,3,ENSG00000188612
chr17,73201857,73231774,+,NUP85,17,ENSG00000125450
chr17,73233544,73257668,-,GGA3,18,ENSG00000125447
chr17,73257982,73262004,+,MRPS7,6,ENSG00000125445
chr17,73262821,73266276,-,MIF4GD,11,ENSG00000125457
chr17,73269319,73282845,-,SLC25A19,14,ENSG00000125454
chr17,73314845,73389709,-,GRB2,8,ENSG00000177885
chr17,73467987,73495415,+,KIAA0195,16,ENSG00000177728
chr17,73497161,73509885,-,CASKIN2,4,ENSG00000177303
chr17,73512642,73520493,+,TSEN54,6,ENSG00000182173
chr17,73539508,73570987,+,LLGL2,14,ENSG00000073350
chr17,73586964,73609188,+,MYO15B,5,ENSG00000266714
chr17,73623164,73662637,-,RECQL5,11,ENSG00000108469
chr17,73636282,73636977,+,SMIM5,1,ENSG00000204323
chr17,73643457,73643645,+,SMIM6,2,ENSG00000259120
chr17,73663453,73702601,+,SAP30BP,13,ENSG00000161526
chr17,73720784,73753786,+,ITGB4,9,ENSG00000132470
chr17,73754137,73761307,-,GALK1,6,ENSG00000108479
chr17,73774672,73775255,-,H3F3B,8,ENSG00000132475
chr17,73780681,73820498,+,UNK,7,ENSG00000132478
chr17,73823551,73840418,-,UNC13D,9,ENSG00000092929
chr17,73841977,73851378,-,WBP2,12,ENSG00000132471
chr17,73870289,73874629,-,TRIM47,4,ENSG00000132481
chr17,73876648,73893018,-,TRIM65,5,ENSG00000141569
chr17,73894931,73900956,-,MRPL38,2,ENSG00000204316
chr17,73905671,73909810,-,RP11-552F3.12,2,ENSG00000267426
chr17,73906804,73934230,-,FBF1,8,ENSG00000188878
chr17,73938922,73975154,-,ACOX1,10,ENSG00000161533
chr17,73980992,73996343,+,TEN1,5,ENSG00000257949
chr17,73997507,74001504,+,CDK3,4,ENSG00000250506
chr17,74003184,74023279,-,EVPL,3,ENSG00000167880
chr17,74035787,74068572,-,SRP68,6,ENSG00000167881
chr17,74070965,74073512,+,GALR2,1,ENSG00000182687
chr17,74075346,74078734,+,ZACN,4,ENSG00000186919
chr17,74079729,74116483,-,EXOC7,13,ENSG00000182473
chr17,74133434,74136476,-,FOXJ1,1,ENSG00000129654
chr17,74141316,74236321,-,RNF157,5,ENSG00000141576
chr17,74261587,74266586,+,UBALD2,3,ENSG00000185262
chr17,74270144,74303581,-,QRICH2,4,ENSG00000129646
chr17,74307623,74379970,-,PRPSAP1,6,ENSG00000161542
chr17,74381187,74383667,+,SPHK1,8,ENSG00000176170
chr17,74387024,74449223,-,UBE2O,3,ENSG00000175931
chr17,74462255,74466052,+,AANAT,4,ENSG00000129673
chr17,74467715,74477606,-,RHBDF2,14,ENSG00000129667
chr17,74524388,74533624,-,CYGB,4,ENSG00000161544
chr17,74536224,74538656,+,PRCD,2,ENSG00000214140
chr17,74562186,74581890,-,ST6GALNAC2,5,ENSG00000070731
chr17,74621412,74639720,-,ST6GALNAC1,7,ENSG00000070526
chr17,74673670,74707028,-,MXRA7,7,ENSG00000182534
chr17,74712768,74722557,-,JMJD6,5,ENSG00000070495
chr17,74725793,74729768,+,METTL23,13,ENSG00000181038
chr17,74729060,74734428,+,RP11-318A15.7,1,ENSG00000267168
chr17,74732243,74733242,-,SRSF2,7,ENSG00000161547
chr17,74734435,74777308,+,MFSD11,15,ENSG00000092931
chr17,74865112,74944920,+,MGAT5B,5,ENSG00000167889
chr17,75139679,75212646,+,SEC14L1,18,ENSG00000129657
chr17,75276858,75494740,+,SEPT9,37,ENSG00000184640
chr17,75878008,75878472,-,FLJ45079,1,ENSG00000204283
chr17,76045144,76100926,+,TNRC6C,8,ENSG00000078687
chr17,76109229,76122913,-,TMC6,11,ENSG00000141524
chr17,76127670,76137193,+,TMC8,4,ENSG00000167895
chr17,76142489,76162127,+,C17orf99,3,ENSG00000187997
chr17,76164698,76168081,+,SYNGR2,7,ENSG00000108639
chr17,76170840,76183075,-,TK1,6,ENSG00000167900
chr17,76183452,76203092,+,AFMID,10,ENSG00000183077
chr17,76210398,76219738,+,BIRC5,9,ENSG00000089685
chr17,76210462,76220740,-,AC087645.1,1,ENSG00000268310
chr17,76227555,76236055,+,TMEM235,6,ENSG00000204278
chr17,76354499,76355176,-,SOCS3,2,ENSG00000184557
chr17,76374747,76415769,+,PGS1,11,ENSG00000087157
chr17,76419987,76571139,-,DNAH17,3,ENSG00000187775
chr17,76422409,76422834,+,AC061992.1,1,ENSG00000268965
chr17,76496069,76496563,+,DNAH17-AS1,1,ENSG00000268470
chr17,76672020,76778305,-,CYTH1,11,ENSG00000108669
chr17,76794502,76832445,-,USP36,19,ENSG00000055483
chr17,76851749,76921170,-,TIMP2,5,ENSG00000035862
chr17,76866992,76897910,-,DDC8,2,ENSG00000178404
chr17,76967658,76973273,-,LGALS3BP,15,ENSG00000108679
chr17,76988696,76993704,-,CANT1,11,ENSG00000171302
chr17,77015620,77016227,-,C1QTNF1-AS1,2,ENSG00000265096
chr17,77022002,77044170,+,C1QTNF1,10,ENSG00000173918
chr17,77071027,77082431,+,ENGASE,5,ENSG00000167280
chr17,77086965,77179450,-,RBFOX3,10,ENSG00000167281
chr17,77704902,77711845,+,ENPP7,2,ENSG00000182156
chr17,77752035,77758841,+,CBX2,2,ENSG00000173894
chr17,77768434,77772079,-,CBX8,3,ENSG00000141570
chr17,77807758,77813050,-,CBX4,3,ENSG00000141582
chr17,77914658,77987346,-,TBC1D16,9,ENSG00000167291
chr17,78010462,78073574,+,CCDC40,8,ENSG00000141519
chr17,78078386,78093130,+,GAA,5,ENSG00000171298
chr17,78109289,78120760,-,EIF4A3,2,ENSG00000141543
chr17,78155238,78182144,+,CARD14,8,ENSG00000141527
chr17,78181455,78194112,-,SGSH,10,ENSG00000181523
chr17,78195360,78226515,+,SLC26A11,11,ENSG00000181045
chr17,78237481,78367298,+,RNF213,6,ENSG00000173821
chr17,78388995,78409998,+,ENDOV,22,ENSG00000173818
chr17,78444613,78450246,-,NPTX1,1,ENSG00000171246
chr17,78519430,78938130,+,RPTOR,6,ENSG00000141564
chr17,78965719,78983287,+,CHMP6,4,ENSG00000176108
chr17,78978059,78978529,+,AC127496.1,1,ENSG00000175911
chr17,79009055,79090105,+,BAIAP2,21,ENSG00000175866
chr17,79092202,79139792,-,AATK,5,ENSG00000181409
chr17,79163569,79193856,-,AZI1,7,ENSG00000141577
chr17,79202728,79212833,-,ENTHD2,6,ENSG00000167302
chr17,79213164,79214953,+,C17orf89,3,ENSG00000224877
chr17,79219356,79268721,-,SLC38A10,6,ENSG00000157637
chr17,79287451,79288262,-,TMEM105,2,ENSG00000185332
chr17,79373540,79373717,+,RP11-1055B8.6,1,ENSG00000263053
chr17,79373540,79430843,+,RP11-1055B8.7,2,ENSG00000171282
chr17,79477716,79479380,-,ACTG1,11,ENSG00000184009
chr17,79495558,79504106,+,FSCN2,2,ENSG00000186765
chr17,79507845,79520580,-,C17orf70,8,ENSG00000185504
chr17,79526285,79603956,-,NPLOC4,11,ENSG00000182446
chr17,79609439,79615324,+,TSPAN10,2,ENSG00000182612
chr17,79618088,79623613,-,PDE6G,5,ENSG00000185527
chr17,79632231,79633607,-,OXLD1,5,ENSG00000204237
chr17,79633797,79639734,+,CCDC137,5,ENSG00000185298
chr17,79648738,79650855,-,ARL16,7,ENSG00000214087
chr17,79651097,79668648,+,HGS,8,ENSG00000185359
chr17,79670532,79674270,+,MRPL12,1,ENSG00000262814
chr17,79670532,79687107,+,SLC25A10,7,ENSG00000183048
chr17,79766895,79771565,+,GCGR,3,ENSG00000215644
chr17,79781123,79784270,-,FAM195B,10,ENSG00000225663
chr17,79783419,79783946,-,AC174470.1,1,ENSG00000215621
chr17,79791605,79792829,-,PPP1R27,2,ENSG00000182676
chr17,79801389,79818347,-,P4HB,12,ENSG00000185624
chr17,79826255,79827806,-,ARHGDIA,10,ENSG00000141522
chr17,79846007,79849456,-,ALYREF,2,ENSG00000183684
chr17,79852354,79857976,+,ANAPC11,21,ENSG00000141552
chr17,79860154,79860624,+,NPB,2,ENSG00000183979
chr17,79862709,79869231,-,PCYT2,13,ENSG00000185813
chr17,79870292,79876007,-,SIRT7,3,ENSG00000187531
chr17,79880481,79881061,-,MAFG,3,ENSG00000197063
chr17,79890756,79895089,-,PYCR1,15,ENSG00000183010
chr17,79898694,79899617,-,MYADML2,2,ENSG00000185105
chr17,79910837,79918785,-,NOTUM,3,ENSG00000185269
chr17,79934763,79975279,+,ASPSCR1,12,ENSG00000169696
chr17,79977062,79981983,-,STRA13,6,ENSG00000169689
chr17,79981520,79988681,+,LRRC45,3,ENSG00000169683
chr17,79989638,79991705,+,RAC3,3,ENSG00000169750
chr17,79993054,79995558,-,DCXR,8,ENSG00000169738
chr17,80006602,80009642,-,RFNG,3,ENSG00000169733
chr17,80009808,80015003,+,GPS1,20,ENSG00000169727
chr17,80015771,80022935,-,DUS1L,10,ENSG00000169718
chr17,80037019,80054321,-,FASN,2,ENSG00000169710
chr17,80059398,80159820,-,CCDC57,9,ENSG00000176155
chr17,80193885,80218971,+,SLC16A3,14,ENSG00000141526
chr17,80197852,80231257,-,CSNK1D,10,ENSG00000141551
chr17,80214341,80214727,+,AC132872.2,1,ENSG00000268852
chr17,80273197,80275371,-,CD7,6,ENSG00000173762
chr17,80280037,80285116,-,SECTM1,8,ENSG00000141574
chr17,80320027,80320521,+,TEX19,1,ENSG00000182459
chr17,80332201,80333370,+,UTS2R,1,ENSG00000181408
chr17,80350274,80376361,-,OGFOD3,7,ENSG00000181396
chr17,80377676,80400468,+,HEXDC,12,ENSG00000169660
chr17,80401327,80407130,-,C17orf62,22,ENSG00000178927
chr17,80416680,80446033,+,NARF,17,ENSG00000141562
chr17,80477765,80559375,+,FOXK2,5,ENSG00000141568
chr17,80573795,80606216,-,WDR45B,5,ENSG00000141580
chr17,80615739,80656472,-,RAB40B,4,ENSG00000141542
chr17,80674632,80687299,+,FN3KRP,8,ENSG00000141560
chr17,80693513,80708631,+,FN3K,1,ENSG00000167363
chr17,80710070,80900339,+,TBCD,14,ENSG00000141556
chr17,80788018,80790330,-,ZNF750,2,ENSG00000141579
chr17,80904779,81009672,-,B3GNTL1,4,ENSG00000175711
chr17,81037692,81052320,+,METRNL,4,ENSG00000176845
chr18,47390,49557,-,RP11-683L23.1,2,ENSG00000173213
chr18,158699,211284,+,USP14,7,ENSG00000101557
chr18,214626,268019,-,THOC1,6,ENSG00000079134
chr18,320045,500514,-,COLEC12,1,ENSG00000158270
chr18,580409,580927,+,CETN1,1,ENSG00000177143
chr18,598521,649930,+,CLUL1,7,ENSG00000079101
chr18,657743,672997,+,TYMS,3,ENSG00000176890
chr18,657876,658247,-,C18orf56,2,ENSG00000176912
chr18,674305,712587,-,ENOSF1,10,ENSG00000132199
chr18,724424,775196,-,YES1,3,ENSG00000176105
chr18,905388,909636,+,ADCYAP1,2,ENSG00000141433
chr18,2538999,2567215,-,METTL4,5,ENSG00000101574
chr18,2572985,2616573,+,NDC80,3,ENSG00000080986
chr18,2656075,2802550,+,SMCHD1,6,ENSG00000101596
chr18,2847187,2913402,+,EMILIN2,1,ENSG00000132205
chr18,2920291,2982767,-,LPIN2,3,ENSG00000101577
chr18,3067260,3215221,-,MYOM1,4,ENSG00000101605
chr18,3252321,3255916,+,MYL12A,7,ENSG00000101608
chr18,3272897,3277935,+,MYL12B,4,ENSG00000118680
chr18,3447738,3457938,+,TGIF1,20,ENSG00000177426
chr18,3499183,3880068,-,DLGAP1,12,ENSG00000170579
chr18,5145561,5197487,-,C18orf42,2,ENSG00000231824
chr18,5290857,5293245,-,ZBTB14,5,ENSG00000198081
chr18,5393472,5577383,-,EPB41L3,19,ENSG00000082397
chr18,5890197,5892062,-,TMEM200C,2,ENSG00000206432
chr18,5956219,6311624,-,L3MBTL4,8,ENSG00000154655
chr18,6511501,6590543,+,RP11-865B13.1,1,ENSG00000265944
chr18,6729821,6912153,+,ARHGAP28,15,ENSG00000088756
chr18,6942078,7117719,-,LAMA1,1,ENSG00000101680
chr18,7231137,7232042,+,LRRC30,1,ENSG00000206422
chr18,7567817,8406160,+,PTPRM,9,ENSG00000173482
chr18,8336437,8337038,-,AP001094.1,1,ENSG00000268046
chr18,8609726,8638260,+,RAB12,1,ENSG00000206418
chr18,8705659,8831838,+,SOGA2,8,ENSG00000168502
chr18,9102742,9134277,+,NDUFV2,4,ENSG00000178127
chr18,9182431,9281124,+,ANKRD12,8,ENSG00000101745
chr18,9337228,9399525,+,TWSG1,3,ENSG00000128791
chr18,9513044,9535935,+,RALBP1,5,ENSG00000017797
chr18,9547787,9615179,-,PPP4R1,11,ENSG00000154845
chr18,9708403,9859322,+,RAB31,4,ENSG00000168461
chr18,9885842,9888138,+,TXNDC2,5,ENSG00000168454
chr18,9914254,9954208,+,VAPA,3,ENSG00000101558
chr18,10454979,10488035,+,APCDD1,5,ENSG00000154856
